    2.0000    1.0000    0.2500
    5.0000    1.0000    0.5000
    6.0000    1.0000    0.2500
    1.0000    2.0000    0.3333
    3.0000    2.0000    0.1667
    6.0000    2.0000    0.2500
    7.0000    2.0000    0.1250
    2.0000    3.0000    0.2500
    4.0000    3.0000    0.2500
    7.0000    3.0000    0.1250
   37.0000    3.0000    0.1429
   38.0000    3.0000    0.2000
   39.0000    3.0000    0.2500
    3.0000    4.0000    0.1667
   37.0000    4.0000    0.1429
   39.0000    4.0000    0.2500
   40.0000    4.0000    0.1667
    1.0000    5.0000    0.3333
    6.0000    5.0000    0.2500
    1.0000    6.0000    0.3333
    2.0000    6.0000    0.2500
    5.0000    6.0000    0.5000
    7.0000    6.0000    0.1250
    2.0000    7.0000    0.2500
    3.0000    7.0000    0.1667
    6.0000    7.0000    0.2500
    8.0000    7.0000    0.5000
    9.0000    7.0000    0.1667
   18.0000    7.0000    0.1429
   36.0000    7.0000    0.1250
   38.0000    7.0000    0.2000
    7.0000    8.0000    0.1250
   18.0000    8.0000    0.1429
    7.0000    9.0000    0.1250
   18.0000    9.0000    0.1429
   20.0000    9.0000    0.2000
   32.0000    9.0000    0.1429
   36.0000    9.0000    0.1250
   38.0000    9.0000    0.2000
   11.0000   10.0000    0.3333
   17.0000   10.0000    0.1000
   18.0000   10.0000    0.1429
   19.0000   10.0000    0.1667
   10.0000   11.0000    0.2500
   12.0000   11.0000    0.3333
   17.0000   11.0000    0.1000
   11.0000   12.0000    0.3333
   13.0000   12.0000    0.2500
   17.0000   12.0000    0.1000
   12.0000   13.0000    0.3333
   14.0000   13.0000    0.3333
   16.0000   13.0000    0.2000
   17.0000   13.0000    0.1000
   13.0000   14.0000    0.2500
   15.0000   14.0000    0.5000
   16.0000   14.0000    0.2000
   14.0000   15.0000    0.3333
   16.0000   15.0000    0.2000
   13.0000   16.0000    0.2500
   14.0000   16.0000    0.3333
   15.0000   16.0000    0.5000
   17.0000   16.0000    0.1000
   23.0000   16.0000    0.1429
   10.0000   17.0000    0.2500
   11.0000   17.0000    0.3333
   12.0000   17.0000    0.3333
   13.0000   17.0000    0.2500
   16.0000   17.0000    0.2000
   18.0000   17.0000    0.1429
   19.0000   17.0000    0.1667
   21.0000   17.0000    0.2500
   22.0000   17.0000    0.2500
   23.0000   17.0000    0.1429
    7.0000   18.0000    0.1250
    8.0000   18.0000    0.5000
    9.0000   18.0000    0.1667
   10.0000   18.0000    0.2500
   17.0000   18.0000    0.1000
   19.0000   18.0000    0.1667
   20.0000   18.0000    0.2000
   10.0000   19.0000    0.2500
   17.0000   19.0000    0.1000
   18.0000   19.0000    0.1429
   20.0000   19.0000    0.2000
   21.0000   19.0000    0.2500
   31.0000   19.0000    0.1111
    9.0000   20.0000    0.1667
   18.0000   20.0000    0.1429
   19.0000   20.0000    0.1667
   31.0000   20.0000    0.1111
   32.0000   20.0000    0.1429
   17.0000   21.0000    0.1000
   19.0000   21.0000    0.1667
   22.0000   21.0000    0.2500
   31.0000   21.0000    0.1111
   17.0000   22.0000    0.1000
   21.0000   22.0000    0.2500
   23.0000   22.0000    0.1429
   31.0000   22.0000    0.1111
   16.0000   23.0000    0.2000
   17.0000   23.0000    0.1000
   22.0000   23.0000    0.2500
   24.0000   23.0000    0.1667
   25.0000   23.0000    0.2000
   29.0000   23.0000    0.1667
   31.0000   23.0000    0.1111
   23.0000   24.0000    0.1429
   25.0000   24.0000    0.2000
   29.0000   24.0000    0.1667
   30.0000   24.0000    0.1667
   31.0000   24.0000    0.1111
   33.0000   24.0000    0.1667
